1990 census,,,,,,,,,,,,,,,,,,,,,,
STATE,COUNTY,StateCounty,HHLDS,GINI,,----------------------INCOME BY QUINTILE LIMIT----------,,, ,COUNTY,,,---------------MEAN INCOME BY QUINTILE----------,,,95%,,,---------------PERCENT SHARE BY QUINTILE----------,,,95%
,,,,,FIRST,SECOND,THIRD,FOURTH,95 %ile,MEAN,FIRST,SECOND,THIRD,FOURTH,FIFTH,MEAN,FIRST,SECOND,THIRD,FOURTH,FIFTH,SHARE
Texas,CALDWELL,48055,8768,0.479446797,8000,15355,24100,37735,64975,26928,4030,11577,19836,30836,68361,130924,0.03014,0.08596,0.14729,0.22898,0.50762,0.24305
Texas,CALHOUN,48057,6745,0.436184145,9350,18200,29900,46155,69025,29171,4806,13488,23189,36892,67478,105963,0.03329,0.09245,0.15893,0.25285,0.46248,0.18156
Texas,CALLAHAN,48059,4591,0.449072324,8580,16200,25000,38455,63000,26639,4801,11987,20655,31437,64314,110606,0.03626,0.08998,0.15504,0.23597,0.48275,0.20756
Texas,CAMERON,48061,73550,0.49566021,6690,13200,22000,36500,67950,24858,3310,9908,17393,28574,65105,115697,0.02682,0.0797,0.13991,0.22986,0.52371,0.23267
Texas,CAMP,48063,3780,0.45521202,7800,14500,25935,40970,62900,25811,4326,10715,19775,32127,62110,99108,0.03352,0.08303,0.15323,0.24894,0.48128,0.19199
Texas,CARSON,48065,2399,0.385688869,12540,22000,31000,46500,70135,31424,7625,17201,26613,37469,68212,104512,0.04853,0.10948,0.16938,0.23847,0.43414,0.16629
Texas,CASS,48067,11437,0.445576892,7150,14900,25000,38695,61600,24650,3773,10711,19774,30912,58081,88929,0.03088,0.08688,0.16039,0.25074,0.47111,0.18033
Texas,CASTRO,48069,2862,0.447222257,8800,14000,21000,34040,58500,23707,4273,11481,17528,27067,58188,97878,0.0377,0.09669,0.14761,0.22795,0.49005,0.20608
Texas,CHAMBERS,48071,6915,0.401898105,11500,25000,39005,54300,81520,35334,5536,17994,31726,46332,75079,108880,0.03183,0.1018,0.17949,0.26212,0.42475,0.154
Texas,CHEROKEE,48073,14996,0.444009039,7400,14960,25000,37645,65000,24849,4198,11054,19465,30681,58846,92677,0.03399,0.08895,0.15663,0.24689,0.47354,0.18644
Texas,CHILDRESS,48075,2459,0.500708979,6460,12400,21185,34060,70770,23935,3500,9474,16078,27067,63558,119076,0.02925,0.07916,0.13435,0.22616,0.53108,0.24874
Texas,CLAY,48077,3816,0.408438029,10345,18600,28995,41180,66000,28611,6238,14640,23642,34537,63997,107131,0.0436,0.10234,0.16527,0.24142,0.44736,0.18722
Texas,COCHRAN,48079,1429,0.454286293,8040,14555,24000,40800,65000,25827,4919,11063,18942,30987,63223,106956,0.03848,0.08564,0.14663,0.23986,0.4894,0.20698
Texas,COKE,48081,1365,0.435137862,7595,15000,23745,40310,66200,25044,4588,11664,19236,30440,59291,85714,0.03701,0.09312,0.15356,0.243,0.47331,0.17106
Texas,COLEMAN,48083,4103,0.456034874,6860,11735,19700,34195,60635,21878,4129,9375,15371,26649,53869,84119,0.03788,0.08569,0.14049,0.24357,0.49236,0.19221
Texas,COLLIN,48085,95969,0.401328033,23000,38000,54050,78000,133000,56159,13232,30422,45874,64906,126360,212217,0.04719,0.10833,0.16336,0.23113,0.44998,0.18893
Texas,COLLINGSWORTH,48087,1450,0.498389454,6000,12000,20000,35000,72000,23060,3268,8883,15414,26144,61589,101175,0.02946,0.07696,0.13354,0.22649,0.53356,0.21912
Texas,COLORADO,48089,7064,0.462066824,7200,15700,25515,40815,71000,26784,3874,11513,20759,32124,65652,106815,0.02892,0.08597,0.15501,0.23987,0.49023,0.1994
Texas,COMAL,48091,19223,0.421382214,12500,23500,35000,52300,86380,35718,6913,17776,29124,42740,82035,132065,0.03875,0.09953,0.16307,0.23931,0.45934,0.18487
Texas,COMANCHE,48093,5313,0.471277461,7200,13285,22125,34715,65810,24085,4013,10146,17504,27671,61089,109303,0.03518,0.08409,0.14507,0.22934,0.50631,0.22648
Texas,CONCHO,48095,1055,0.449780948,6930,12100,20025,32500,58300,21584,4294,9121,16032,25929,52546,83189,0.04,0.08449,0.14852,0.24021,0.48678,0.19266
Texas,COOKE,48097,11581,0.448102071,9450,19000,30000,44585,70400,30625,5232,13823,24217,36742,73114,128444,0.03448,0.09024,0.1581,0.23986,0.47732,0.20963
Texas,CORYELL,48099,16564,0.351291467,13380,19715,27610,39250,59615,27519,8180,16570,23423,32911,56512,82566,0.05951,0.12042,0.17022,0.23917,0.41068,0.15001
Texas,COTTLE,48101,916,0.514403435,6590,10900,21600,33890,64110,24476,4260,8562,15654,27123,66779,132767,0.03525,0.06993,0.12785,0.22153,0.54543,0.2711
Texas,CRANE,48103,1534,0.37182059,12915,25115,34000,50000,75600,33004,7304,18104,30192,41737,67683,99008,0.04426,0.10971,0.18296,0.25292,0.41015,0.14999
Texas,CROCKETT,48105,1453,0.49706799,8490,14560,25000,40470,76900,28088,3442,11057,19256,32923,73759,129326,0.02655,0.07857,0.13683,0.23394,0.52411,0.22974
Texas,CROSBY,48107,2496,0.47422001,7520,13245,21050,33500,64300,24657,5034,10467,17109,26636,64037,118661,0.04114,0.08487,0.13873,0.21599,0.51927,0.24055
Texas,CULBERSON,48109,1111,0.448920699,8200,14000,20200,36120,66120,23146,4817,11036,16547,24815,58513,93691,0.04163,0.09536,0.14299,0.21443,0.5056,0.20239
Texas,DALLAM,48111,2191,0.393626493,9005,15000,24500,32795,59900,23252,5478,11950,19470,28376,50986,76594,0.04746,0.10275,0.16741,0.24399,0.43839,0.16464
Texas,DALLAS,48113,703361,0.457969948,14825,25500,38045,57700,104200,42432,7813,20197,31606,46864,105679,200502,0.0369,0.09519,0.14896,0.22087,0.49807,0.23625
Texas,DAWSON,48115,5055,0.486247659,7295,14525,24000,40000,73000,26494,3765,10991,18780,30492,68441,121722,0.02882,0.08293,0.14171,0.23009,0.51645,0.22963
Texas,DEAF SMITH,48117,6248,0.461892111,9220,16890,26200,40715,72400,28648,4876,12767,21195,32900,71499,125171,0.0349,0.08905,0.14784,0.22948,0.49872,0.21827
Texas,DELTA,48119,1884,0.443023847,6985,13250,26200,41500,61200,25100,4120,9951,20174,32926,58329,82225,0.03283,0.07929,0.16075,0.26236,0.46477,0.16379
Texas,DENTON,48121,102025,0.387489446,17135,30000,44000,61620,96000,42875,9354,23927,36865,52085,92144,143887,0.04375,0.1116,0.17194,0.24293,0.42978,0.16778
Texas,DE WITT,48123,7179,0.504638463,6000,13200,22780,37010,63400,25498,3443,9562,17828,29395,67262,129013,0.02758,0.07496,0.13975,0.23043,0.52728,0.25284
Texas,DICKENS,48125,1074,0.454160866,6120,10825,18870,32400,56200,20020,3613,8277,14539,24793,48878,71375,0.03671,0.08264,0.14515,0.24753,0.48798,0.17815
Texas,DIMMIT,48127,3072,0.484670206,5160,9575,15440,28600,58000,18329,2946,7492,12391,20775,48038,77205,0.03215,0.08176,0.13521,0.22669,0.52419,0.21061
Texas,DONLEY,48129,1498,0.459374679,6100,12270,22000,34000,59000,22466,3913,9077,16882,27735,54722,90409,0.03484,0.08081,0.15029,0.24691,0.48716,0.20121
Texas,DUVAL,48131,4250,0.541742513,4870,10200,17565,29950,58295,21318,2414,7348,13549,22964,60315,121800,0.02287,0.06892,0.12708,0.21539,0.56573,0.28561
Texas,EASTLAND,48133,7365,0.4556781,6600,12200,19400,31525,58000,21416,4015,9244,15691,25202,52929,83794,0.03767,0.08631,0.1465,0.23531,0.4942,0.1956
Texas,ECTOR,48135,42396,0.44894706,9960,19000,29000,44000,74350,30413,5130,14200,23723,35725,73287,127604,0.03387,0.09337,0.15598,0.2349,0.48188,0.20976
Texas,EDWARDS,48137,811,0.482323127,6200,11355,18180,29815,53450,20925,3160,9168,14373,23848,54074,100809,0.03226,0.08745,0.13709,0.22746,0.51575,0.24038
Texas,ELLIS,48139,28681,0.41495098,12385,24000,36500,53000,84450,35938,6586,18229,30197,43925,80751,127857,0.0368,0.10143,0.16803,0.24442,0.44933,0.17786
Texas,EL PASO,48141,178514,0.451929923,9755,18000,27900,43280,75000,29723,5089,13735,22685,34710,72394,123356,0.03431,0.09241,0.15263,0.23354,0.4871,0.2075
Texas,ERATH,48143,10883,0.475284604,7200,15100,25870,42000,71980,27531,4182,11169,20041,33174,69090,117193,0.03047,0.08113,0.14558,0.24097,0.50185,0.21282
Texas,FALLS,48145,6514,0.463720609,6000,12500,22000,36350,62870,22844,3423,9094,17213,28611,55876,83596,0.03025,0.0796,0.15066,0.25042,0.48907,0.18292
Texas,FANNIN,48147,9816,0.440919797,7800,15155,25600,40000,66300,25802,4587,11137,20433,32131,60720,94267,0.03581,0.08631,0.15834,0.249,0.47054,0.18263
Texas,FAYETTE,48149,8121,0.457462329,8000,15605,24530,40000,64585,26477,4422,11639,19920,31738,64664,109861,0.03344,0.08791,0.15047,0.23974,0.48844,0.20746
Texas,FISHER,48151,1898,0.453805579,7300,15000,24400,39400,62500,24852,4058,10403,19253,30708,59837,94301,0.03272,0.08371,0.15493,0.24712,0.48152,0.18971
Texas,FLOYD,48153,3053,0.450629744,8195,15000,24900,40800,70000,26045,4858,11292,19285,31343,63446,99550,0.03739,0.0867,0.14808,0.24067,0.48716,0.1911
Texas,FOARD,48155,733,0.412116644,7610,15300,21600,32000,54000,22133,4226,11224,18500,26619,50093,72278,0.03819,0.10143,0.16718,0.24054,0.45266,0.16329
Texas,FORT BEND,48157,70515,0.392002678,21535,36030,50150,70000,114000,50968,11579,29191,42975,59157,111936,191012,0.04552,0.11454,0.16862,0.23211,0.4392,0.18737
Texas,FRANKLIN,48159,3049,0.488082215,8400,17210,30000,42525,82000,31650,4821,12652,23202,36022,81552,160340,0.03079,0.07992,0.14657,0.22755,0.51517,0.25322
Texas,FREESTONE,48161,6138,0.451920835,7200,16355,27770,44185,65200,27586,4111,11390,21681,35491,65255,98851,0.02982,0.08258,0.15719,0.25731,0.4731,0.17917
Texas,FRIO,48163,4183,0.517923644,4955,11000,17000,30800,59150,21117,2513,7817,13999,23467,57792,103940,0.02404,0.07401,0.13255,0.22219,0.5472,0.24604
Texas,GAINES,48165,4547,0.443293455,9655,17400,27150,42490,71765,28631,5078,13286,22161,34297,68333,113826,0.0361,0.09275,0.1547,0.23942,0.47702,0.19865
Texas,GALVESTON,48167,81417,0.447474226,11340,23000,36415,55300,90710,37024,5689,16957,29390,45237,87845,145873,0.03084,0.09159,0.15875,0.24434,0.47448,0.19698
Texas,GARZA,48169,1806,0.45571529,7310,14100,24000,38200,70585,25822,4831,11250,18878,30833,63318,106915,0.03741,0.08714,0.14622,0.23881,0.49042,0.20702
Texas,GILLESPIE,48171,6814,0.445150007,10250,18705,28295,40700,77100,29999,5507,14280,23666,34131,72410,131728,0.03699,0.09518,0.15773,0.22749,0.48261,0.21949
Texas,GLASSCOCK,48173,450,0.592420755,12000,23000,35500,50000,120000,52187,7247,16785,29405,42679,164817,422991,0.02803,0.06431,0.11266,0.16352,0.63148,0.40516
Texas,GOLIAD,48175,2230,0.481215036,7335,17640,26190,41805,73040,29169,4238,12447,21427,33010,74722,136380,0.02906,0.08534,0.14692,0.22634,0.51234,0.23378
Texas,GONZALES,48177,6262,0.497171587,6980,13200,21880,35880,60400,25160,3771,9968,17392,28402,66266,127220,0.03058,0.07919,0.13817,0.22563,0.52643,0.25267
Texas,GRAY,48179,9570,0.460142131,10000,19000,29700,45300,73565,31610,5402,14052,23971,37071,77554,140942,0.03418,0.08891,0.15167,0.23455,0.49069,0.22294
Texas,GRAYSON,48181,36799,0.437974808,10055,20000,30385,45815,73500,31319,5550,14831,25024,37292,73897,125393,0.03571,0.09468,0.15976,0.23808,0.47177,0.20013
Texas,GREGG,48183,40102,0.452357731,9625,19500,31440,47625,80010,32282,5069,14503,25333,39046,77457,132844,0.03158,0.08984,0.15692,0.24187,0.4798,0.20572
Texas,GRIMES,48185,6012,0.47434859,6925,15000,25510,39040,67000,26658,3802,10984,20431,31189,66886,118217,0.02918,0.08235,0.15317,0.23383,0.50146,0.22158
Texas,GUADALUPE,48187,22902,0.416614167,10990,21050,32000,48000,74905,31859,5537,16221,26636,39506,71394,111969,0.0348,0.10183,0.16721,0.248,0.44817,0.17572
Texas,HALE,48189,11763,0.469930129,9440,17000,25450,39500,73000,28891,5211,13037,21127,31658,73424,141055,0.03609,0.09025,0.14625,0.21915,0.50827,0.24411
Texas,HALL,48191,1657,0.500240407,6000,10910,18000,30400,56200,21797,4009,8412,14056,23576,58931,110771,0.03695,0.07717,0.12895,0.21629,0.54064,0.25406
Texas,HAMILTON,48193,3235,0.483945692,7700,14395,23000,37815,73475,26250,4542,10762,18320,28997,68630,122564,0.03473,0.08198,0.13957,0.2209,0.52282,0.23342
Texas,HANSFORD,48195,2123,0.435921697,12000,20000,31000,44100,81000,33046,7082,16190,25459,37501,78997,148249,0.04286,0.09799,0.15408,0.22696,0.47811,0.22431
Texas,HARDEMAN,48197,2109,0.470555553,8000,14270,23000,39200,70935,26334,5090,10723,18667,29939,67251,119339,0.03896,0.08141,0.14172,0.22731,0.51059,0.22652
Texas,HARDIN,48199,14739,0.433797504,10000,19900,30400,46400,73700,31157,5350,14901,24993,38103,72440,116078,0.03444,0.09564,0.16041,0.24456,0.46494,0.18626
Texas,HARRIS,48201,1027818,0.465153011,13070,24775,38000,58290,103000,41391,6745,18992,30855,46970,103393,190140,0.03266,0.09176,0.14908,0.22694,0.49956,0.22967
Texas,HARRISON,48203,20814,0.445431343,8000,17000,27335,43060,68150,27984,4391,12486,22306,34738,66001,106137,0.03156,0.08922,0.15938,0.24822,0.47161,0.1896
Texas,HARTLEY,48205,1334,0.442062551,13570,25205,33700,49850,90000,38474,7787,20060,28822,41311,94389,179703,0.04048,0.10428,0.14983,0.21475,0.49066,0.23354
Texas,HASKELL,48207,2753,0.440157832,7500,14200,24000,37000,67450,24810,4887,10915,19323,29601,59322,93016,0.0394,0.08799,0.15577,0.23862,0.47822,0.18746
Texas,HAYS,48209,22165,0.464819759,8775,19200,32000,50000,79000,32524,4156,13816,25339,40467,78840,132429,0.02617,0.0849,0.15572,0.24869,0.48451,0.20346
Texas,HEMPHILL,48211,1323,0.485374752,11940,23000,33590,45000,76350,39408,7583,18383,28507,38323,104245,245009,0.03848,0.0933,0.14467,0.19449,0.52905,0.31086
Texas,HENDERSON,48213,22961,0.449586966,8795,16030,25400,40000,67055,27166,4955,12372,20682,31957,65864,112560,0.03657,0.09108,0.15225,0.23525,0.48485,0.20715
Texas,HIDALGO,48215,103514,0.498925359,6600,12695,21000,35000,65000,24181,3365,9556,16679,27345,63959,116257,0.02789,0.07904,0.13794,0.22616,0.52897,0.24038
Texas,HILL,48217,10357,0.484081251,7165,15000,25000,39000,65450,27081,4271,10827,19775,31186,69345,130079,0.03186,0.07994,0.14599,0.23024,0.51196,0.24009
Texas,HOCKLEY,48219,8034,0.468935181,9815,18985,29300,44400,74150,31975,5346,14163,23809,36177,80382,150608,0.03375,0.08856,0.14887,0.22621,0.50261,0.23543
Texas,HOOD,48221,11168,0.412459672,13655,25000,38750,59555,94000,38626,7577,18952,31840,48339,86422,127452,0.03948,0.09811,0.16482,0.25023,0.44736,0.16494
Texas,HOPKINS,48223,10895,0.484915278,8400,15910,25275,40300,75000,28960,4749,12009,20647,32260,75137,142602,0.03285,0.08293,0.14258,0.22277,0.51886,0.24619
Texas,HOUSTON,48225,7773,0.521983078,6320,13790,24000,38700,69440,26946,3198,9610,18327,30437,73159,145083,0.024,0.07131,0.13599,0.22585,0.54285,0.26913
Texas,HOWARD,48227,11374,0.443505511,8760,17695,28500,43195,69075,28725,4737,13032,23014,35021,67818,110527,0.03313,0.09073,0.16022,0.2438,0.47212,0.19236
Texas,HUDSPETH,48229,969,0.480451312,9000,12100,18470,33000,80000,23951,5266,10877,14986,24051,64574,124429,0.04398,0.09083,0.12514,0.20084,0.53922,0.25976
Texas,HUNT,48231,23998,0.440275598,9385,19800,31000,48000,77000,31440,5149,14355,25221,38713,73761,118107,0.03311,0.09128,0.16038,0.24618,0.46905,0.18776
Texas,HUTCHINSON,48233,9705,0.402835332,10720,21000,32500,46480,75000,30888,5815,15712,26705,38889,67318,98812,0.03779,0.10172,0.17289,0.25177,0.43583,0.15993
Texas,IRION,48235,601,0.426907934,11000,20000,29000,45880,86000,31124,6777,15065,23937,36486,73356,118161,0.04355,0.09681,0.15382,0.23446,0.47138,0.18982
Texas,JACK,48237,2700,0.43654092,8430,16480,28000,42050,70250,28047,4997,12810,21579,35137,65711,102720,0.03666,0.09125,0.15372,0.25029,0.46808,0.18293
Texas,JACKSON,48239,4985,0.464181038,6930,15250,26450,41105,72000,26651,3717,10805,20518,33265,64951,101262,0.02807,0.08107,0.15395,0.24959,0.48733,0.18994
Texas,JASPER,48241,11415,0.449371537,8000,16015,25290,39400,64300,26250,4325,11969,20335,31524,63099,104107,0.03297,0.09119,0.15493,0.24018,0.48073,0.19829
Texas,JEFF DAVIS,48243,779,0.445376885,7280,15000,24000,35500,62380,24730,4211,11759,19059,29081,59541,101887,0.03496,0.09501,0.15399,0.23496,0.48107,0.2058
Texas,JEFFERSON,48245,90403,0.46412719,9000,19210,31615,48000,81000,32352,4509,13907,25142,39328,78873,134745,0.02795,0.08597,0.15541,0.24311,0.48756,0.20823
Texas,JIM HOGG,48247,1666,0.500415235,5045,10200,19330,32420,59190,20697,2442,7776,14461,24522,54284,89574,0.0236,0.07514,0.13974,0.23696,0.52456,0.21639
Texas,JIM WELLS,48249,11964,0.485645075,6910,13605,22700,37000,62575,25178,3776,10024,18179,29119,64792,116518,0.03015,0.07961,0.14438,0.23127,0.51459,0.23135
Texas,JOHNSON,48251,33268,0.392354727,13200,24410,35850,51000,79080,34906,7360,18804,30215,42760,75391,116340,0.04225,0.10773,0.17311,0.24498,0.43193,0.16663
Texas,JONES,48253,6145,0.45112512,8000,15000,24410,38800,65900,25876,4905,11537,19189,30863,62884,106743,0.03799,0.08917,0.1483,0.23853,0.48601,0.20625
Texas,KARNES,48255,4331,0.497272272,5280,12520,20230,36000,67000,23280,3118,8540,16164,28441,60136,106200,0.02685,0.07336,0.13886,0.24433,0.5166,0.22808
Texas,KAUFMAN,48257,17835,0.431154657,10625,21515,33720,50000,79255,33414,5693,15850,27344,41305,76878,125369,0.03431,0.09485,0.16363,0.24717,0.46004,0.18755
Texas,KENDALL,48259,5365,0.454534708,12000,22000,35000,51605,83800,35900,5787,16458,27884,42629,86742,158019,0.03268,0.09165,0.15527,0.23738,0.48302,0.21998
Texas,KENEDY,48261,134,0.551677583,9200,13260,19525,34010,118770,30282,6102,11404,16392,23917,93596,206912,0.0403,0.07532,0.10826,0.15796,0.61816,0.34164
Texas,KENT,48263,399,0.43623744,7875,15000,25000,39105,61975,25267,4554,11426,19947,30962,59447,92049,0.0365,0.0904,0.15782,0.24496,0.47033,0.18207
Texas,KERR,48265,14379,0.461146391,11000,18900,27770,43500,83635,31592,5881,14791,23188,34541,79561,148838,0.03747,0.09361,0.14676,0.21861,0.50355,0.2355
Texas,KIMBLE,48267,1635,0.498078827,9255,15205,21000,37200,87880,28336,5220,11865,17800,28624,78173,140855,0.03684,0.08374,0.12564,0.20203,0.55175,0.24854
Texas,KING,48269,127,0.403125372,13000,21695,33400,40080,67400,33210,8726,18412,27710,35129,76074,154827,0.05255,0.11088,0.16688,0.21156,0.45814,0.2331
Texas,KINNEY,48271,1211,0.441036578,6900,12000,18650,30200,54300,20335,3978,9293,15397,23903,49103,77439,0.03913,0.0914,0.15144,0.23509,0.48294,0.19041
Texas,KLEBERG,48273,9899,0.486638568,6070,16000,26700,45800,72000,28450,2932,10863,21590,35227,71636,114140,0.02062,0.07637,0.15177,0.24764,0.5036,0.2006
Texas,KNOX,48275,1901,0.446989626,7200,13310,21800,35955,58255,23224,4259,10290,17439,28337,55793,88899,0.03668,0.08861,0.15019,0.24403,0.48048,0.1914
Texas,LAMAR,48277,16807,0.449941865,7800,16285,27000,41040,68900,27243,4520,11677,21529,33369,65120,106231,0.03338,0.08571,0.15802,0.24493,0.47797,0.19493
Texas,LAMB,48279,5474,0.450818247,8230,15000,23115,39280,67490,25571,4485,11593,18969,30248,62562,99690,0.0356,0.09062,0.14828,0.23645,0.48905,0.19482
Texas,LAMPASAS,48281,5019,0.43959775,8080,17000,28640,42200,70200,28077,4625,12504,22418,35078,65762,103325,0.0338,0.08899,0.15955,0.24964,0.46802,0.18384
Texas,LA SALLE,48283,1772,0.551311467,4870,11300,20610,32000,62000,24012,2429,7778,15651,25473,68729,144880,0.02042,0.06477,0.13033,0.21213,0.57235,0.30163
Texas,LAVACA,48285,7289,0.468081145,7205,15000,25015,39000,69075,26336,3926,11106,19945,31303,65400,110642,0.02992,0.08433,0.15145,0.2377,0.49661,0.21003
Texas,LEE,48287,4653,0.449741909,8200,17260,28000,40400,70200,27820,4281,12486,21835,34050,66449,107309,0.03079,0.08976,0.15697,0.24478,0.4777,0.19286
Texas,LEON,48289,5030,0.462849699,7400,15300,26055,39055,64200,26145,4052,10799,20110,31969,63793,108119,0.03117,0.08259,0.15381,0.24451,0.48791,0.20673
Texas,LIBERTY,48291,18491,0.435615747,8590,17900,29000,42880,69000,28105,4455,12941,22853,35234,65043,100151,0.03185,0.09208,0.1626,0.25069,0.46278,0.17814
Texas,LIMESTONE,48293,7833,0.457310091,7500,14620,24800,40000,65000,25454,3957,10755,19351,31764,61445,98131,0.03127,0.08449,0.15201,0.24953,0.4827,0.19272
Texas,LIPSCOMB,48295,1234,0.423214999,10730,20000,29600,42000,78265,30356,6121,15166,24389,35650,70454,118455,0.04033,0.09992,0.16068,0.23488,0.46419,0.19511
Texas,LIVE OAK,48297,3570,0.445855235,8000,16900,24740,41830,68750,26745,4275,12382,20887,32234,63944,101309,0.03201,0.09259,0.15619,0.24104,0.47817,0.18939
Texas,LLANO,48299,5292,0.487413438,8000,15000,23295,37000,69300,27149,4721,11142,18957,30248,70675,140401,0.03501,0.08206,0.13962,0.22278,0.52053,0.25852
Texas,LOVING,48301,43,0.295196434,18905,23630,30000,58000,67440,32218,14279,20452,26472,35984,63905,68408,0.08864,0.12696,0.16433,0.22337,0.3967,0.10616
Texas,LUBBOCK,48303,81362,0.471462309,9635,19000,30000,46155,80350,32401,4876,14219,24296,37403,81211,148557,0.03025,0.08776,0.14995,0.23084,0.50121,0.22921
Texas,LYNN,48305,2419,0.530890805,7200,13210,23600,37500,74300,27980,3575,10309,17883,29375,78757,159113,0.02608,0.07365,0.12776,0.20986,0.56265,0.28418
Texas,MC CULLOCH,48307,3425,0.481099727,6000,11800,21160,36000,61800,22397,3216,8385,16178,27195,57011,91746,0.03054,0.07474,0.14419,0.24239,0.50814,0.20443
Texas,MC LENNAN,48309,70153,0.465867442,8350,17410,28500,44040,74060,29629,4412,12674,22668,35469,72920,126418,0.02984,0.08555,0.15301,0.23941,0.4922,0.21332
Texas,MC MULLEN,48311,319,0.462785878,11175,22000,33000,45625,100000,34799,5896,15279,28467,37731,86624,168815,0.03393,0.08781,0.1636,0.21684,0.49782,0.24254
Texas,MADISON,48313,3396,0.533714559,6000,13000,22500,36905,64595,26992,3342,9607,17704,29194,75114,158259,0.02479,0.07118,0.13117,0.21631,0.55655,0.29315
Texas,MARION,48315,4032,0.507150708,5870,11450,19600,33840,60000,22759,3176,8613,15262,25927,60816,113321,0.02801,0.07568,0.13411,0.22782,0.53439,0.24894
Texas,MARTIN,48317,1637,0.45762688,10000,16000,26000,43000,78975,29660,6503,12993,20692,33097,75016,131724,0.04385,0.08761,0.13953,0.22317,0.50584,0.22206
